Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
Experiencia de Cliente;¿Cómo se calcula el resultado final del NPS?;Media aritmética de todas las notas.;Porcentaje de Promotores menos porcentaje de Detractores.;Suma de Promotores y Pasivos.;Porcentaje de Detractores dividido entre Pasivos.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Qué mide el indicador CES (Customer Effort Score)?;La satisfacción tras el viaje.;El esfuerzo del cliente para resolver una gestión o interacción.;El gasto medio por cliente.;La velocidad de carga de la web.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Cuál es la diferencia fundamental entre Experiencia de Cliente (CX) y Atención al Cliente?;La CX es solo online y la atención es presencial.;La atención es una parte reactiva y puntual, mientras que la CX es la percepción total en todo el ciclo de relación.;Son términos idénticos según el manual.;La CX es obligatoria y la atención es opcional.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿Qué es el ""Customer Journey"" o Pasillo del Cliente?";El recorrido físico por la estación.;El mapa visual que describe las interacciones y puntos de contacto del cliente con la empresa.;El manual de funciones del interventor.;La lista de destinos del tren.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿En qué fase comienza el ciclo de vida del cliente según los fundamentos de CX?;En el momento de subir al tren.;Antes de la adquisición (fase de consideración/búsqueda).;Al comprar el billete.;Solo tras finalizar el primer viaje.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿Cuál es un factor clave que influye en la Experiencia de Cliente mencionado en el índice?;El color de la tapicería exclusivamente.;La empatía y la personalización.;La potencia del motor de la locomotora.;El número de vías de la estación.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;"¿Qué es un ""Touchpoint"" o punto de contacto?";El botón de parada de emergencia.;Cualquier interacción entre el cliente y la marca (web, taquilla, personal, tren).;El lugar donde se validan los billetes.;La oficina de objetos perdidos únicamente.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;"¿Qué es el ""Momento de la Verdad"" en la experiencia de cliente?";El momento de pagar el billete.;Puntos críticos donde la percepción del cliente puede cambiar drásticamente (positiva o negativamente).;La declaración ante el revisor.;El juicio por una reclamación.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;"¿A qué se refiere la ""Omnicanalidad""?";A vender billetes solo en estaciones.;A la integración y coherencia de la experiencia en todos los canales de contacto.;A tener muchos tipos de trenes diferentes.;A viajar a todos los países de Europa.;1;Evolución histórica y tendencias
Experiencia de Cliente;¿Qué busca la personalización en la experiencia de cliente?;Tratar a todos los clientes exactamente igual.;Adaptar los servicios y la comunicación a las necesidades y preferencias individuales.;Reducir el personal de a bordo.;Aumentar el número de mensajes automáticos.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿Qué valor aporta la Experiencia de Cliente a la marca Renfe?;Reduce la necesidad de publicidad.;Fidelización, diferenciación competitiva y mejora de la reputación.;Permite eliminar las indemnizaciones por retraso.;Garantiza que los trenes nunca se averíen.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;Según el documento, ¿quién es el depositario de la cultura de cliente en Renfe?;Solo el personal de taquillas.;Toda la organización (las 16.000 personas).;El departamento de marketing exclusivamente.;Solo los mandos intermedios.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Cuál es el objetivo final de la gestión de la Experiencia de Cliente?;Lograr la plena satisfacción y fidelidad de los usuarios.;Vender el billete más caro posible.;Minimizar el contacto humano con el cliente.;Reducir el número de trenes en circulación.;0;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Qué indicador se utiliza para medir la facilidad de uso de la web de Renfe?;NPS.;CES (Customer Effort Score).;CSAT.;EBITDA.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"En la experiencia de cliente, ¿qué significa ""proactividad""?";Esperar a que el cliente se queje para actuar.;Anticiparse a las necesidades o problemas del cliente antes de que surjan.;Atender solo las reclamaciones oficiales.;Seguir el reglamento de forma estricta sin desviarse.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Cómo influyen las emociones en la Experiencia de Cliente?;No influyen, el cliente solo valora el precio.;Son determinantes en el recuerdo y la percepción final que el cliente tiene de la marca.;Solo influyen en los clientes que viajan por ocio.;Se consideran un factor secundario frente a la velocidad.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿Qué palanca del plan estratégico se relaciona directamente con el cambio de mentalidad hacia el cliente?;Transformación digital.;Transformación cultural.;Alianzas estratégicas.;Eficiencia y Seguridad.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Qué pilar estratégico busca expandir los servicios de Renfe fuera de España?;Foco en el cliente.;Internacionalización.;Eficiencia y Seguridad.;Alianzas estratégicas.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Cuál es la misión de Renfe Viajeros mencionada en el ADN de la empresa?;Ofrecer servicios solo en España.;Prestar servicios de transporte con calidad, seguridad y puntualidad.;Ser la empresa más barata de Europa.;Centrarse solo en trenes de alta velocidad.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;"¿A qué colectivo se dirige la ""formación específica complementaria"" de CX?";A ninguno, la formación básica es suficiente.;A cada colectivo específico una vez se incorporen a la compañía.;Solo a los supervisores de servicios a bordo.;Únicamente a los empleados con más de 10 años de antigüedad.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué autor/a destaca la importancia de convertir experiencias negativas en positivas?;Steve Jobs.;Valeria Maltoni.;Jeff Bezos.;Simon Sinek.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;"¿Qué se busca con la ""sensibilización y concienciación"" en CX?";Que los empleados trabajen más horas.;Generar una cultura compartida centrada en el cliente.;Aumentar el número de encuestas obligatorias.;Reducir el sueldo de quienes no son amables.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué tipo de decisiones se ven influenciadas por el foco en el cliente?;Decisiones operativas de baja escala solamente.;Decisiones estratégicas de la compañía.;Solo las decisiones de diseño de uniformes.;Ninguna, el cliente no influye en las decisiones.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿En qué año se editó el manual según el copyright?;2022.;2024.;2021.;2026.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Cuál de los siguientes es un punto de contacto digital en el pasillo del cliente?;La sala club de la estación.;La App Renfe.;El servicio de cafetería del tren.;La taquilla presencial.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Qué aspecto de la comunicación de Renfe busca ser inclusivo según la RAE?;El uso de lenguaje de signos en todos los vídeos.;El uso del masculino genérico como inclusivo.;La traducción de la web a 15 idiomas.;El uso exclusivo del femenino en atención al cliente.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué significa fidelizar a un cliente en el ámbito de Renfe?;Obligarlo a viajar solo en tren.;Lograr que el cliente elija a Renfe de forma recurrente y prefiera su servicio.;Darle billetes gratis siempre.;Que el cliente use la tarjeta Dorada al cumplir 60 años.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿Cuál es la palanca que permite a Renfe modernizar sus canales de venta?;Alianzas estratégicas.;Transformación digital.;Transformación cultural.;Internacionalización.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Qué pilar estratégico garantiza la protección física de los viajeros?;Foco en el cliente.;Eficiencia y Seguridad.;Internacionalización.;Alianzas estratégicas.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Cómo se define el éxito de una interacción en CX?;Si el cliente pagó y se fue.;Si se cubrieron las necesidades y se generó una percepción positiva.;Si el empleado no fue sancionado.;Si el tren llegó exactamente a su hora sin excepción.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿Qué es la ""Empatía"" aplicada a la Experiencia de Cliente?";Regalar puntos Renfe al cliente.;Capacidad de comprender y compartir los sentimientos y necesidades del cliente.;Hablar mucho con el cliente durante el viaje.;Cumplir estrictamente el reglamento.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿Cuál es un factor de diferenciación competitiva para Renfe?;El color de los trenes solamente.;La excelencia en la Experiencia de Cliente.;Ser la única empresa de transporte en España.;No tener retrasos nunca.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿A qué fase del pasillo del cliente pertenece la compra en taquilla?;Pre-viaje (Adquisición).;Durante el viaje.;Post-viaje.;Fase de fidelización tardía.;0;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿A qué fase del pasillo del cliente pertenece la atención en el centro de servicios tras un retraso?;Pre-viaje.;Durante el viaje / Post-viaje (Posventa).;Solo fase de búsqueda.;No pertenece al pasillo del cliente.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;¿Qué busca Renfe al incorporar CX en la formación obligatoria inicial?;Cumplir con una ley europea de transporte.;Que el enfoque al cliente sea parte del ADN del nuevo empleado desde el primer día.;Que los nuevos empleados aprendan a manejar el sistema SIVER rápido.;Reducir el tiempo de acogida de los empleados.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;¿Qué impacto tiene una mala Experiencia de Cliente en la marca?;Ninguno, si los trenes son modernos.;Daño reputacional, aumento de detractores y pérdida de clientes.;Ahorro en costes de limpieza.;Incremento automático del presupuesto de marketing.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿Qué es la ""Voz del Cliente""?";Un programa de radio de Renfe.;Recogida y análisis sistemático del feedback y opiniones de los clientes.;El grito de un cliente enfadado en la estación.;El altavoz de información de los andenes.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿En qué se enfoca la tendencia actual de ""hiper-personalización""?";En dar el mismo menú a todos en el tren.;En usar datos para ofrecer ofertas y experiencias únicas a cada usuario.;En quitar los nombres de los clientes de las bases de datos.;En contratar más personal para atender uno a uno.;1;Evolución histórica y tendencias
Experiencia de Cliente;"¿Qué pilar estratégico se apoya en la palanca de ""Alianzas estratégicas""?";Solo el foco en el cliente.;Todos los pilares (Foco, Internacionalización y Eficiencia).;Únicamente la Eficiencia.;Ninguno, las alianzas no son estratégicas.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;"¿Qué significa ""centrarse en el cliente"" en la toma de decisiones?";Hacer encuestas después de decidir.;Valorar el impacto que tendrá la decisión en la experiencia y satisfacción del cliente.;Dejar que el cliente decida los horarios de los trenes.;Priorizar siempre el beneficio económico sobre el cliente.;1;Nociones básicas de Experiencia de Cliente
Experiencia de Cliente;"¿Qué es la ""consistencia"" en la experiencia de cliente?";Ser muy duro con las normas.;Ofrecer el mismo nivel de calidad y mensaje en todos los canales y momentos.;No cambiar nunca los precios.;Tener trenes con la misma antigüedad.;1;Fundamentos de la Experiencia de Cliente
Experiencia de Cliente;"¿A qué se refiere el ""valor añadido"" en un servicio de transporte?";Al precio base del billete.;Prestaciones adicionales que superan las expectativas básicas del cliente.;Al IVA incluido en el precio.;Al seguro obligatorio de viajeros.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿Por qué es importante la ""seguridad"" para la experiencia de cliente en Renfe?";Porque es obligatoria por ley.;Porque es la base de la confianza y tranquilidad necesaria para disfrutar del viaje.;Porque permite que los trenes vayan más rápido.;Porque reduce el número de interventores necesarios.;1;Nuestro PLAN ESTRATÉGICO / ADN
Experiencia de Cliente;"¿Qué busca la palanca de ""Transformación cultural""?";Cambiar el idioma oficial de la empresa.;Evolucionar los valores y comportamientos de la plantilla hacia el nuevo plan estratégico.;Eliminar la jerarquía militar antigua.;Que todos los empleados vistan de civil.;1;Nuestro PLAN ESTRATÉGICO
Experiencia de Cliente;¿Qué tipo de indicador es el NPS?;Indicador financiero.;Indicador de fidelidad y percepción de marca.;Indicador de puntualidad técnica.;Indicador de consumo energético.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;¿Cuál es la principal ventaja de reducir el esfuerzo del cliente (CES)?;Aumenta el tiempo que el cliente pasa en la web.;Mejora la satisfacción y reduce la fricción en la relación con la marca.;Permite cobrar suplementos por gestión.;Reduce el número de billetes vendidos.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿Qué es un ""detractor"" en el modelo NPS?";Un cliente que viaja sin billete.;Un cliente insatisfecho que puede dañar la reputación de la marca hablando mal de ella.;Un competidor de otra empresa ferroviaria.;Un empleado descontento.;1;Introducción a la Experiencia de Cliente
Experiencia de Cliente;"¿Cuál es la ""tendencia actual"" mencionada sobre la gestión de CX?";Volver a la atención puramente presencial.;Uso intensivo de datos e inteligencia emocional para mejorar el servicio.;Reducir el foco en el cliente para ahorrar costes.;Eliminar los programas de fidelización.;1;Evolución histórica y tendencias
Experiencia de Cliente;¿Qué papel juega el personal operativo en la Experiencia de Cliente?;Ninguno, su labor es técnica.;Son los principales embajadores de la marca y puntos clave de contacto humano.;Solo deben intervenir en caso de accidente.;Su única labor de CX es validar billetes.;1;Nociones básicas de Experiencia de Cliente
